dataset_version,feature_schema_version,extraction_artifact_version,label_schema_version,label_source,weak_target_score,expert_target_score,query,category,intent,city,region_code,url,domain,rank,serp_page,title,snippet,page_type,fetch_status,fetch_error,artifact_path,artifact_sha1,artifact_size_bytes,target_score,text_length_chars,html_length_chars,word_count,unique_word_count,unique_word_ratio,avg_word_length,sentence_count,avg_sentence_length,paragraph_count,h1_count,h2_count,h3_count,heading_count,title_present,title_length,meta_description_present,meta_description_length,query_in_title,query_in_text,exact_query_count,query_term_count,title_query_term_count,meta_query_term_count,title_keyword_coverage_ratio,meta_keyword_coverage_ratio,query_terms_in_headings,heading_query_coverage_ratio,first_200_words_query_term_count,query_density,keyword_coverage_ratio,link_count,image_count,list_item_count,strong_tag_count,form_count,input_count,inputs_per_form_ratio,avg_paragraph_length,link_density_per_1000_words,image_density_per_1000_words,list_density_per_1000_words,strong_density_per_1000_words,text_to_html_ratio,semantic_similarity,early_query_coverage_ratio,conversion_signal_score,content_link_ratio,heading_paragraph_balance,query_semantic_alignment,title_semantic_alignment,heading_semantic_alignment,title_heading_keyword_alignment,content_depth_semantic_score,query_prominence_score,title_length_quality,meta_length_quality,keyword_balance_score,semantic_content_richness,cta_semantic_score,http_status_code,http_status_ok,redirect_count,has_redirect,canonical_present,canonical_matches_final_url,meta_robots_present,x_robots_tag_present,robots_noindex,robots_nofollow,page_indexable,viewport_present,lang_present,hreflang_count,hreflang_present,url_depth,url_parameter_count,url_has_query_parameters,redirect_efficiency_score,url_hygiene_score,technical_metadata_score,canonical_signal_score,technical_seo_score,phone_present,phone_count,email_present,address_present,business_hours_present,price_present,currency_present,delivery_info_present,payment_info_present,warranty_info_present,returns_info_present,reviews_present,rating_present,faq_present,cta_present,cta_count,messenger_present,value_proposition_present,legal_requisites_present,company_identity_present,contact_options_score,commercial_signal_count,trust_signal_count,commercial_signals_score,trust_signals_score,commercial_trust_score,heavy_analysis_available,heavy_analysis_overall_score,structured_data_json_ld_count,structured_data_valid_json_ld_count,structured_data_malformed_json_ld_count,structured_data_schema_type_count,structured_data_business_schema_present,structured_data_offer_schema_present,structured_data_faq_schema_present,structured_data_breadcrumb_schema_present,structured_data_score,mobile_viewport_present,mobile_readiness_score,rendering_browser_fetch_used,rendering_js_dependency_risk,rendering_text_html_ratio,rendering_score,performance_html_size_kb,performance_dom_node_count,performance_script_count,performance_stylesheet_count,performance_image_count,performance_response_time_ms,performance_resource_complexity_score,performance_proxy_score,intent_is_commercial,intent_is_local_commercial,intent_is_informational,intent_is_navigational,intent_confidence,query_local_modifier,commercial_intent_score,local_intent_score,informational_intent_score,navigational_intent_score,commercial_intent_alignment,local_intent_alignment,informational_intent_alignment,navigational_intent_alignment,intent_alignment_score,feature_policy_version
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,66.1,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://ekat.steklodom.com/ceiling/,ekat.steklodom.com,1,0,,,content,ok,,..\dataset-v2\artifacts\query--fb614c722486573c.json,abb52b63c44661b4ed8ba4b10b4e4eb61e0b4e65,1510430,66.1,9600,60000,1600,1059,0.29831,5.3085,90,23.8255,12,1,8,0,9,1,82,1,195,0,0,0,40,2,0,0.666667,0,2,0.666667,15,0.011268,1,80,24,40,1,5,112,22.4,180,80,28,34.929577,0.28169,0.017152,0.4004,1,1,12.5,0.75,0.4004,0.266933,0.266933,0.444444,0.4004,0.8,0.509091,0.655172,0.375587,0.119443,0.4004,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,0.75,0.93,1,18,0,1,1,1,1,1,1,1,1,1,1,0,1,5,1,1,1,1,0.8,8,8,0.888889,0.888889,0.859259,1,0.35876,1,1,0,1,0,1,0,0,0.2875,1,0.91,1,0.924961,0.017152,0.075039,1366.8828,4685,86,43,405,13144.9522,0,0.1625,0,0,0,0,0.583333,1,0,0.583333,0,0,0.688875,0.76233,0.51524,0.656325,0.61593,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,62.2,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://markakachestva.ru/amenities/9043-luchshie-firmy-natjazhnyh-potolkov-v-ekaterinburge-rejting.html,markakachestva.ru,2,0,,,content,ok,,..\dataset-v2\artifacts\query--099d93b592792d2d.json,c20c95e4ea76a4f6c99c2af8bba864f02a773615,459780,62.2,9600,60000,1600,889,0.487123,6.2022,90,12.415,36,1,5,0,6,1,62,1,211,0,0,0,9,0,0,0,0,0,0,1,0.004932,1,80,24,40,24,3,16,5.333333,49.3243,72.328767,28,46.027397,14.246575,0.034414,0.371852,0.333333,1,13.825758,0.162162,0.371852,0,0,0,0.371852,0.233333,0.872727,0.544828,0.164384,0.181138,0.371852,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0.8,1,1,0.96,1,5,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0.8,6,8,0.666667,0.888889,0.785185,1,0.462672,2,2,0,2,1,0,0,0,0.425,1,0.91,1,0.84944,0.034414,0.15056,399.1523,1016,42,28,90,10713.877,0.270172,0.365129,0,0,0,0,0.583333,1,0,0.583333,0,0,0.572911,0.681578,0.444396,0.543178,0.498889,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,80.6,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://luxpotolok.pro/,luxpotolok.pro,3,0,,,homepage,ok,,..\dataset-v2\artifacts\query--0d15ac604e84d29d.json,621bd88300b7711864a52a05cc8bfd41ac35a65c,154014,80.6,9600,60000,1457,687,0.471517,5.5903,90,15.837,12,1,9,3,13,1,70,1,173,0,0,0,68,2,0,0.666667,0,4,0.666667,29,0.046671,1,80,24,40,6,4,31,7.75,121.4167,80,28,47.357584,4.118051,0.11533,0.57084,1,1,7.961749,1.083333,0.57084,0.38056,0.38056,0.444444,0.554476,0.8,0.727273,0.806897,0.444292,0.217871,0.57084,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,8,0,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0.8,8,8,0.888889,0.888889,0.859259,1,0.662125,4,4,0,4,1,0,1,1,0.8,1,0.91,1,0.585714,0.11533,0.414286,94.8477,1179,30,4,68,12046.7725,0.482284,0.524213,0,0,0,0,0.583333,1,0,0.583333,0,0,0.758565,0.812846,0.668086,0.737565,0.711878,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,78.9,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://natyazhniepotolkiekb.ru/,natyazhniepotolkiekb.ru,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--0543e05051fc4197.json,14c24d931689a68bfddb39a48aea9d46cb204501,654159,78.9,9600,60000,1600,781,0.344812,5.8693,90,23.8421,31,1,7,12,18,1,55,1,219,1,1,1,37,3,1,1,0.333333,4,0.666667,5,0.016336,1,80,24,40,8,7,91,13,73.0645,57.836645,28,60,3.532009,0.028029,0.44986,1,1,17.290076,0.645161,0.44986,0.44986,0.299907,0.666667,0.44986,0.916667,1,0.489655,0.544518,0.155117,0.44986,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,4,0,1,1,1,1,0,0,1,1,1,0,1,1,8,1,1,1,1,0.8,7,7,0.777778,0.777778,0.785185,1,0.454918,2,2,0,2,1,0,0,1,0.525,1,0.91,1,0.877375,0.028029,0.122625,570.9609,2652,69,172,85,4573.8877,0.132726,0.262045,0,0,0,0,0.583333,1,0,0.583333,0,0,0.701071,0.772962,0.615674,0.682484,0.660348,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,68.1,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://ekapotolok.ru/,ekapotolok.ru,5,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f0efc7b67a9c3da8.json,b13a358a0cb1dd838a7b5989f61bbab4a8c8c5d8,463347,68.1,9477,60000,1431,399,0.278826,5.5451,37,38,26,1,1,6,8,1,69,1,174,0,0,0,26,2,2,0.666667,0.666667,2,0.666667,2,0.018169,0.666667,80,24,40,24,5,66,13.2,55.0385,56.603774,28,60,40,0.023323,0.514532,0.666667,1,17.666667,0.307692,0.343021,0.343021,0.343021,0.444444,0.490864,0.666667,0.745455,0.8,0.403758,0.114055,0.514532,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,9,1,1,1,1,1,5,8,0.555556,0.888889,0.814815,1,0.327398,0,0,0,0,0,0,0,0,0,1,0.91,1,0.89796,0.023323,0.10204,409.373,2610,76,152,45,6150.4162,0.180067,0.29755,0,0,0,0,0.583333,1,0,0.583333,0,0,0.627905,0.738951,0.49944,0.624026,0.590934,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,68.1,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://vipceiling.ru/ekb/,vipceiling.ru,6,0,,,content,ok,,..\dataset-v2\artifacts\query--b8ea007deca0bc91.json,6705b369938c3be73194e0694b869cc54d9984ec,457684,68.1,8003,60000,1182,578,0.489002,5.665,58,20.3793,36,0,9,12,18,1,46,1,129,0,0,0,13,2,2,0.666667,0.666667,1,0.333333,6,0.010998,1,80,24,40,0,2,8,4,19.7,80,28,60,0,0.021418,0.484174,1,1,4.494297,0.433333,0.484174,0.322783,0.161391,0.222222,0.381529,0.716667,0.836364,0.889655,0.36661,0.155474,0.484174,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,1,10,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0.8,7,7,0.777778,0.777778,0.785185,1,0.52078,19,4,0,4,1,0,0,0,0.7,1,0.91,1,0.906294,0.021418,0.093706,373.8613,1755,62,6,64,5863.9459,0.28922,0.379415,0,0,0,0,0.583333,1,0,0.583333,0,0,0.692074,0.766104,0.535094,0.669757,0.642906,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,68.4211,71.4,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://potolokmt.ru/,potolokmt.ru,7,0,,,homepage,ok,,..\dataset-v2\artifacts\query--571d84003784415b.json,0ac966cd9dc7aadaaf60976348c2bb717d7a258e,642615,71.4,9600,60000,1600,692,0.287137,5.7365,90,13.2418,36,2,0,0,2,1,67,1,123,0,0,0,119,2,0,0.666667,0,4,0.666667,8,0.049378,1,80,24,40,24,7,70,10,16.9718,40.248963,9.958506,60,12.863071,0.029752,0.469467,1,1,24.845361,0.014085,0.469467,0.312978,0.312978,0.444444,0.469467,0.8,0.781818,0.848276,0.35408,0.134801,0.469467,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,5,0,1,1,1,1,0,1,1,1,1,1,0,1,5,1,1,1,1,0.8,7,8,0.777778,0.888889,0.822222,1,0.347805,0,0,0,0,0,0,0,0,0,1,0.946,1,0.869834,0.029752,0.130166,568.6396,2374,78,159,24,7509.6747,0.203406,0.315055,0,0,0,0,0.583333,1,0,0.583333,0,0,0.6923,0.765485,0.4927,0.6648,0.63876,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,65.5,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://tehnos24.ru/,tehnos24.ru,9,0,,,homepage,ok,,..\dataset-v2\artifacts\query--082e1c4f7e8a02f5.json,933733c7d25e4f3d5de92d487b9ee084e6e8bc8f,493278,65.5,9600,60000,1600,1070,0.469298,6.1171,90,13.4911,36,2,1,8,11,1,66,1,169,0,0,0,41,2,2,0.666667,0.666667,0,0,12,0.017982,1,80,7,40,9,2,16,8,50.6667,80,3.070175,20.175439,3.947368,0.047116,0.448941,1,1,9.011858,0.244444,0.448941,0.299294,0,0,0.448941,0.633333,0.8,0.834483,0.599415,0.210687,0.448941,200,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,2,1,1,1,1,1,0,1,1,1,1,0,1,1,4,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.412351,0,0,0,0,0,0,0,0,0,1,0.98425,1,0.79387,0.047116,0.20613,362.834,2256,38,8,7,3838.6437,0.395368,0.459026,0,0,0,0,0.583333,1,0,0.583333,0,0,0.704749,0.785243,0.585947,0.650875,0.596677,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,72.9,натяжные потолки Екатеринбург,натяжные потолки,commercial,Екатеринбург,54,https://potolok-eka.ru/,potolok-eka.ru,10,0,,,homepage,ok,,..\dataset-v2\artifacts\query--fbb8c54a949b80bf.json,b21d3d6c2552fe86a0aaec7d73fcaa477ca57c54,283063,72.9,7982,60000,1117,592,0.529991,5.9033,90,12.2747,1,1,0,0,1,1,46,1,251,1,1,1,28,3,2,1,0.666667,2,0.666667,7,0.025067,1,30,15,40,14,5,24,4.8,180,26.857654,13.428827,60,12.533572,0.032069,0.365039,1,1,37.233333,1,0.365039,0.365039,0.243359,0.666667,0.271832,0.916667,0.836364,0.268966,0.835571,0.120057,0.365039,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,5,1,1,1,1,0.6,6,6,0.666667,0.666667,0.644444,1,0.390634,0,0,0,0,0,0,0,0,0,1,0.96625,1,0.859697,0.032069,0.140303,250.7588,1217,64,73,15,8271.5172,0.391313,0.455985,0,0,0,0,0.583333,1,0,0.583333,0,0,0.628203,0.649636,0.432097,0.627495,0.618644,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,100.0,77.2,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://sibirpotolki.ru/,sibirpotolki.ru,1,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f5f9be72d170897e.json,a0419ddb1b881f26341aeec03d1581837aab641c,117227,77.2,8480,60000,1259,556,0.44162,5.4512,76,16.5658,36,1,10,0,11,1,74,1,149,1,1,1,14,3,2,1,0.666667,3,0.666667,10,0.01112,1,80,24,40,24,5,42,8.4,19.0758,71.485306,28,33.359809,21.445592,0.110549,0.454811,1,1,13.988889,0.166667,0.454811,0.454811,0.303207,0.666667,0.381738,0.916667,0.654545,0.972414,0.370665,0.140486,0.454811,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,3,0,1,1,1,1,0,1,1,0,1,0,1,1,2,0,1,1,1,0.6,8,6,0.888889,0.666667,0.718519,1,0.425882,0,0,0,0,0,0,0,0,0,1,0.91,1,0.65,0.110549,0.35,83.0664,1023,36,15,44,10937.8419,0.374706,0.44353,0,0,0,0,0.333333,1,0,0.333333,0,0,0.702989,0.759323,0.606002,0.684526,0.662782,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,94.7368,68.2,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://vipceiling.ru/nsk/,vipceiling.ru,2,0,,,content,ok,,..\dataset-v2\artifacts\query--ac4ce39280b20b42.json,ef102944f7b9091e520598f8f99626cae0c82c82,457582,68.2,7999,60000,1173,580,0.494459,5.7195,57,20.5789,36,0,9,12,18,1,45,1,128,0,0,0,13,2,2,0.666667,0.666667,1,0.333333,6,0.011083,1,80,24,40,0,2,8,4,19.55,80,28,60,0,0.021416,0.417847,1,1,4.443182,0.433333,0.417847,0.278565,0.139282,0.222222,0.326756,0.716667,0.818182,0.882759,0.369423,0.13464,0.417847,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0.9,1,1,0.98,1,12,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0.8,7,7,0.777778,0.777778,0.785185,1,0.520765,19,4,0,4,1,0,0,0,0.7,1,0.91,1,0.906303,0.021416,0.093697,373.7236,1756,62,6,64,4990.6974,0.28915,0.379363,0,0,0,0,0.333333,1,0,0.333333,0,0,0.667864,0.749356,0.504696,0.646874,0.61527,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,89.4737,74.3,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://новосибирск.натяжные-потолки24.рф/,новосибирск.натяжные-потолки24.рф,3,0,,,homepage,ok,,..\dataset-v2\artifacts\query--0627241b99089410.json,1f82665a61499daa246ed2f8377402118c943131,266941,74.3,9600,60000,1600,1200,0.405624,5.5208,90,10.1921,36,1,3,0,4,1,58,1,234,0,0,0,55,2,2,0.666667,0.666667,3,0.666667,11,0.016452,1,80,24,40,24,5,26,5.2,90.3514,66.407418,28,60,8.37571,0.130986,0.420706,1,1,15.058559,0.108108,0.420706,0.280471,0.280471,0.444444,0.420706,0.8,0.945455,0.386207,0.54841,0.170648,0.420706,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,0,1,1,1,1,0,1,1,1,1,0,1,1,7,0,1,1,1,0.6,8,7,0.888889,0.777778,0.755556,1,0.535899,0,0,0,0,0,0,0,0,0,1,0.91,1,0.315714,0.130986,0.684286,186.6982,1829,9,3,97,4188.14,0.51575,0.549312,0,0,0,0,0.333333,1,0,0.333333,0,0,0.682265,0.745935,0.569732,0.671265,0.644318,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,84.2105,82.0,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://mirpotolkov-54.ru/,mirpotolkov-54.ru,4,0,,,homepage,ok,,..\dataset-v2\artifacts\query--92c245614a15a48d.json,cf3a471b905fef1db0bfea77bfc41402d761ba06,178768,82.0,9600,60000,1600,847,0.416421,5.236,90,15.5267,9,1,2,12,15,1,60,1,171,1,1,3,71,3,3,1,1,9,1,24,0.034907,1,80,24,40,0,7,96,13.714286,180,52.605703,28,32.94002,0,0.110311,0.341573,1,1,19.009346,1.666667,0.341573,0.341573,0.341573,1,0.341573,1,0.909091,0.82069,0.836447,0.142238,0.341573,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,6,1,1,1,1,1,0,1,1,0,1,1,1,1,6,1,1,1,1,1,8,8,0.888889,0.888889,0.925926,1,0.426907,0,0,0,0,0,0,0,0,0,1,0.91,1,0.637143,0.110311,0.362857,129.1982,1281,34,12,90,4871.622,0.36303,0.434773,0,0,0,0,0.333333,1,0,0.333333,0,0,0.718275,0.799848,0.58267,0.698646,0.654326,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,78.9474,83.9,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://alansa.ru/,alansa.ru,5,0,,,homepage,ok,,..\dataset-v2\artifacts\query--4b09e7d3191cf63e.json,734b1ef2ae4c0d43a898f1695fa68ea9af935c89,1092875,83.9,9600,60000,1600,1200,0.366167,5.557,90,12.6644,36,1,10,1,16,1,51,1,125,1,1,1,118,3,2,1,0.666667,4,0.666667,52,0.031585,1,80,24,40,24,6,100,16.666667,48.5195,48.179872,25.963597,25.1606,15.256959,0.026123,0.4585,1,1,20.755556,0.207792,0.4585,0.4585,0.305667,0.666667,0.4585,0.916667,0.927273,0.862069,0.947181,0.167888,0.4585,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,9,9,1,1,1,1,0.500141,2,4,0,4,1,0,0,1,0.8,1,0.91,1,0.885712,0.026123,0.114288,961.3066,2349,73,31,97,8381.3539,0.018367,0.176275,0,0,0,0,0.333333,1,0,0.333333,0,0,0.772669,0.836088,0.629495,0.740798,0.692096,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,73.6842,74.0,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://averno.ru/,averno.ru,6,0,,,homepage,ok,,..\dataset-v2\artifacts\query--f7ec44b65a8eeb7e.json,8670ef22c90d2b4e674c0b2f6b8b36ef35520532,572884,74.0,9600,60000,1600,791,0.157069,4.8382,90,4.7242,36,1,0,0,1,1,51,1,132,0,0,0,78,2,2,0.666667,0.666667,2,0.666667,38,0.015488,0.666667,80,24,40,16,7,78,11.142857,88.3509,52.819698,28,60,3.177125,0.071997,0.542292,1,1,18.932331,0.017544,0.361528,0.361528,0.361528,0.444444,0.542292,0.75,0.927273,0.910345,0.344189,0.085177,0.542292,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,7,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,6,8,0.666667,0.888889,0.851852,1,0.590771,4,4,0,6,1,0,0,1,0.85,1,0.91,1,0.685015,0.071997,0.314985,452.3896,3201,52,20,232,8876.8521,0.167464,0.288098,0,0,0,0,0.333333,1,0,0.333333,0,0,0.673024,0.771294,0.459962,0.674209,0.638103,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,68.4211,77.6,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://nskpotolki.ru/,nskpotolki.ru,7,0,,,homepage,ok,,..\dataset-v2\artifacts\query--763ce11033d61ff6.json,f5aa4cb7f95bc8ea1ddddc0a0d379d9957793981,221513,77.6,9600,60000,1600,864,0.410646,5.866,90,21.6907,36,1,9,12,18,1,66,1,144,0,0,0,32,2,2,0.666667,0.666667,2,0.666667,11,0.015209,1,80,24,40,24,3,54,18,36.9123,71.768061,28,60,11.406844,0.115613,0.428201,1,1,13.933775,1.035088,0.428201,0.285467,0.285467,0.444444,0.428201,0.8,0.8,0.993103,0.506971,0.175839,0.428201,200,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,0,1,0,1,1,10,1,1,1,1,1,8,7,0.888889,0.777778,0.888889,1,0.675169,5,4,0,7,1,0,1,1,0.85,1,0.91,1,0.547143,0.115613,0.452857,145.0049,1469,27,6,62,5134.0204,0.43376,0.48782,0,0,0,0,0.333333,1,0,0.333333,0,0,0.725075,0.802903,0.600432,0.694075,0.64769,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,63.1579,67.9,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://www.avanta-nsk.ru/,avanta-nsk.ru,8,0,,,homepage,ok,,..\dataset-v2\artifacts\query--9f2b348df0fcfc98.json,3f5fa2d64e5963d74ba673e3c4b2be3a6621faca,248913,67.9,5454,60000,805,384,0.477019,5.6112,41,19.6341,36,1,3,12,18,1,60,1,138,0,0,0,17,3,3,1,1,2,0.666667,13,0.021118,1,71,24,33,2,3,35,11.666667,8.8462,80,28,40.993789,2.484472,0.026077,0.474884,1,1,11.338028,0.21978,0.474884,0.474884,0.316589,0.666667,0.254854,0.916667,0.909091,0.951724,0.703934,0.101309,0.474884,200,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.75,0.95,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,10,0,1,1,1,0.6,7,6,0.777778,0.666667,0.681481,1,0.359162,0,0,0,0,0,0,0,0,0,1,0.91,1,0.885912,0.026077,0.114088,209.8477,946,49,34,55,7280.1356,0.33341,0.412558,0,0,0,0,0.333333,1,0,0.333333,0,0,0.694893,0.756468,0.594236,0.695181,0.686401,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,57.8947,75.0,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://milana-novosib.ru/,milana-novosib.ru,9,0,,,homepage,ok,,..\dataset-v2\artifacts\query--681767f5613fd881.json,1e98f52dea727e8d74e63f4983d597d59553b191,223309,75.0,9600,60000,1600,787,0.378365,5.6923,90,17.1901,36,1,10,12,18,1,66,1,191,0,0,0,84,4,2,0.666667,0.666667,6,0.666667,25,0.040385,1,80,24,40,24,8,78,9.75,12.7607,65.865385,26.923077,38.942308,16.826923,0.102928,0.464913,1,1,15.182482,0.184049,0.464913,0.309942,0.309942,0.444444,0.464913,0.8,0.8,0.682759,0.653846,0.175907,0.464913,200,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,10,1,1,1,1,1,0,1,1,1,1,0,0,1,11,1,1,1,1,1,7,8,0.777778,0.888889,0.888889,1,0.571567,1,1,0,1,1,0,0,0,0.2875,1,0.91,1,0.392857,0.102928,0.607143,148.2676,1730,15,11,56,10445.8612,0.425501,0.481626,0,0,0,0,0.333333,1,0,0.333333,0,0,0.718842,0.80004,0.557144,0.697842,0.664211,v5-shortcut-control-v1
dataset-v5,v3,extraction-v2,ranking-aware-v5,seo_weighted_page_quality_v5,52.6316,59.4,натяжные потолки Новосибирск,натяжные потолки,commercial,Новосибирск,65,https://potolok-v-novosibirske.ru/,potolok-v-novosibirske.ru,10,0,,,homepage,ok,,..\dataset-v2\artifacts\query--4ee7bcc097f45be9.json,4325b6c7d9298212775911595d5b18c2710ab73b,459588,59.4,2810,60000,416,234,0.5625,5.5361,36,11.5556,12,0,0,0,0,1,29,0,0,0,0,0,6,3,0,1,0,0,0,5,0.014423,1,19,24,20,21,3,20,6.666667,34.6667,45.673077,28,48.076923,40,0.00645,0.264589,1,1,21.894737,0,0.264589,0.264589,0,0,0.073379,0.75,0.527273,0,0.480769,0.034397,0.264589,200,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0.5,1,0.9,1,2,0,1,1,1,1,0,0,1,1,1,0,0,1,2,1,1,1,1,0.8,6,7,0.666667,0.777778,0.748148,1,0.339131,0,0,0,0,0,0,0,0,0,1,0.9325,1,0.97178,0.00645,0.02822,427.9404,1022,47,64,30,4537.8524,0.311071,0.395803,0,0,0,0,0.333333,1,0,0.333333,0,0,0.588987,0.69422,0.327512,0.568518,0.53495,v5-shortcut-control-v1
